,Agent Name,Agency Name,Website,Contact Method,Debut Authors,Generes,Previous Clients,Location
422,Stephanie Abou,Massie & McQuilkin,http://www.mmqlit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Short Story, Thriller, Young Adult, Diverse Fiction","Jenna Blum, Chantel Acevedo, Randy Susan Meyers, Juliette Fay, Julie Wu","New York, US"
423,Lynn Nesbit,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,None,"Fiction, Commercial Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction","Anne Rice, Jeffrey Eugenides, Joan Didion, Jimmy Carter, Tom Wolfe","New York, US"
424,Frances Collin,Frances Collin Literary Agency,http://www.francescollin.com/,Email,None,"Fiction, Fantasy, Historical Fiction, Literary Fiction, Science Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction","Rachel Carson, Oliver La Farge, John Williams, Esther Forbes","Philadelphia, US"
425,Raphael Sagalyn,ICM/Sagalyn,https://www.sagalyn.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Robert Reich, Katty Kay, Claire Shipman, Erik Brynjolfsson, David Ignatius","Washington, US"
426,Sarah McKenzie,Sarah McKenzie Literary Agency,http://www.hindsight.net.au/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Graphic Novel, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Children's Book, Middle Grade, Picture Book","Julie Janson, Scott Stuart, Ian W. Shaw, Gemma Carey, Kitty Black","Melbourne, AU"
427,Natascha Morris,The Tobias Agency,https://www.thetobiasagency.com/,Online submission form,☑️ Interested in debut authors,"Fiction, Graphic Novel, Young Adult, Children's Book, Middle Grade, Picture Book","Teresa Robeson, Katrina Moore, Raissa Figueroa, Laura Taylor Namey.","Nashville, US"
428,Angela Miller,Folio Literary Management,https://www.foliolit.com/,Email,☑️ Interested in debut authors,"Fiction, Nonfiction, Business Book, Cookbook, Self-Help","Mark Bittman, Christopher Kimball, Marcus Samuelsson, Eugenia Bone","New York City, US"
429,Louise Lamont,LBA Literary Agency,https://lbabooks.com/,Email,☑️ Interested in debut authors,"Fiction, Young Adult, Children's Book, Middle Grade","Anna Carey, Anne Miller, Carol Morley, Chris Beardshaw","London, GB"
430,Adria Goetz,P.S. Literary Agency,https://www.psliterary.com/,Email,None,"Fiction, Graphic Novel, Thriller, Women's Fiction, Young Adult, Christian, Cookbook, Spirituality, Children's Book, Middle Grade, Picture Book","Juliann Law, Rebecca Harrison Reed, Amy Nielander","Seattle, US"
431,Tricia Skinner,Fuse Literary,http://fuseliterary.com/,Email,None,"Fiction, Fantasy, Horror, Romance, Science Fiction, Children's Book, Middle Grade, Diverse Fiction, African-American, BIPOC, LGBTQ","Nina Crespo, J.S. Dewes, Paris Wynters, Synithia Williams","Dallas, US"
432,Chris Calhoun,Chris Calhoun Agency,http://chriscalhounagency.com/,Email,None,"Fiction, Historical Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Amy Adler, Billy Collins, Jesse Eisinger, Jim Holt, Lee Jenkins","New York, US"
433,Jennifer Weis,Ross Yoon Literary Agency,https://www.rossyoon.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Literary Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Politics, Diverse Fiction, Feminism",Building a client list,"Washington DC, US"
434,Jacinta di Mase,Jacinta Di Mase Management,https://www.jacintadimase.com.au/,Email,None,"Fiction, Nonfiction","Lyn Yeowart, S.A Jones, Amelia McInerney, Ruth Mary McIver","Melbourne, AU"
435,Charlotte Gusay,The Charlotte Gusay Literary Agency,https://www.gusay.com,Email,None,"Action & Adventure, African-American, BIPOC, Business Book, Chick Lit, Commercial Fiction, Cookbook, Crime Fiction, Diverse Fiction, Feminism, Fiction, Graphic Novel, Historical Fiction, Humor, LGBTQ, Literary Fiction, Memoir, Mystery, Narrative Nonfiction, New Adult, Nonfiction, Picture Book, Politics, Self-Help, Spirituality, Sports, Thriller, Women's Fiction, Young Adult","Miriam Marx, Annie Reiner, Saul Williams, Mark Dawidziak","Los Angeles, US"
436,Suzy Evans,Evans Literary,https://evansliterary.com/,Email,None,"Fiction, Graphic Novel, Humor, Thriller, Young Adult, Nonfiction, Business Book, Cookbook, Memoir, Narrative Nonfiction, Self-Help, Sports, Children's Book, Middle Grade, Diverse Fiction","Darcy Gaechter, Laura Trethewey, Susan L. Poulson, Emily Anne Jordan","San Diego, US"
437,Victoria Marini,Irene Goodman Literary Agency,https://www.irenegoodman.com/,Email,☑️ Interested in debut authors,"Fiction, Action & Adventure, Crime Fiction, Fantasy, Historical Fiction, Literary Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade","Lisa Amowitz, Hannah Sternberg, Kate Bassett, Meg Cannistra","New York City, US"
438,Steve Laube,Steve Laube Agency,http://www.stevelaube.com/,Email,None,"Fiction, Fantasy, Literary Fiction, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Nonfiction, Christian, Memoir, Self-Help, Spirituality","Lisa Bergren, Lynette Eason, Kim Vogel Sawyer, A.W. Tozer, Susie Larson, Nancy Pearcey","Phoenix, US"
439,Thomasin Chinnery,Zeitgeist Agency,https://www.zeitgeistagency.com/,Email,None,"Young Adult, Children's Book, Middle Grade, Picture Book",Building a client list,"Sydney, AU"
440,Hemali Sodhi,A Suitable Agency,https://www.asuitableagency.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Amitava Kumar, Anukrti Upadhyay, Anindita Ghose, Bikram Sharma","New Delhi, IN"
441,Samantha Wekstein,Thompson Literary Agency,https://thompsonliterary.com/,Email,None,"Fiction, Fantasy, Historical Fiction, Romance, Science Fiction, Women's Fiction, Young Adult, Nonfiction, Diverse Fiction, Feminism, Middle Grade, Picture Book","Lisa Leake, Ken Denmead, Tom Hart, Kelle Hampton, Emily Flake","New York, US"
442,Lisa Jackson,Alive Literary Agency,https://aliveliterary.com/,Online submission form,None,"Nonfiction, Christian, Spirituality, Children's Book","Britney Winn Lee, Melanie Shankle, Becky Thompson, Annie F. Downs","Denver, US"
443,Anish Chandy,Labyrinth Literary Agency,http://www.labyrinthagency.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Self-Help","Anita Nair, Nikita Singh, Roopa Pai, Sanjay Manjrekar, Mihir Dalal","New Delhi, IN"
444,Tina Schwartz,"The Purcell Agency, LLC",http://www.thepurcellagency.com/,Email,None,"Fiction, Romance, Women's Fiction, Young Adult, Nonfiction, Sports, Children's Book, Middle Grade, Diverse Fiction, LGBTQ","Renee James, Laurel Yourke, K.D. Gennaro, Cara Sue Achterberg, Melody Maysonet, Joyce Burns Zeiss","Chicago, US"
445,Katherine Latshaw,Folio Literary Management,https://www.foliolit.com/,Email,None,"Fiction, Young Adult, Nonfiction, Cookbook, Memoir, Narrative Nonfiction, Children's Book, Middle Grade, Diverse Fiction, BIPOC, Feminism, LGBTQ","Burt Reynolds, Layla Saad, Cary Elwes, Kimberly William-Paisley, Madisen Kuhn","New York City, US"
446,Lauren E. MacLeod,"The Strothman Agency, LLC",https://www.strothmanagency.com/,Email,☑️ Interested in debut authors,"Fiction, Literary Fiction, Young Adult, Nonfiction, Narrative Nonfiction, Children's Book, Middle Grade, Diverse Fiction, #ownvoices, Feminism, LGBTQ, Cookbook","Hélène Boudreau, Aminah Mae Safi, Sashi Kaufman, Robert Lettrick","Nashville, US"
447,Sonali Chanchani,Folio Literary Management,https://www.foliolit.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Historical Fiction, Literary Fiction, Mystery, Thriller, Women's Fiction, Nonfiction, Narrative Nonfiction, Politics, Diverse Fiction, Feminism",Building a client list,"New York City, US"
448,Lisa DiMona,Writers House,http://www.writershouse.com/,Email,None,"Nonfiction, Business Book, Memoir, Narrative Nonfiction, Self-Help, Spirituality","James Clear, Ramit Sethi, Yung Pueblo, Josh Kaufman, Seth Godin","New York, US"
449,Nicole Resciniti,The Seymour Agency,https://theseymouragency.com/,Email,☑️ Interested in debut authors,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, #ownvoices","Cecy Robson, Amanda Flower, Marisa Cleveland, Jeff Gunning, Lorie Langdon","Naples, US"
450,David Gernert,The Gernert Company,http://www.thegernertco.com/,Email,None,"Fiction, Commercial Fiction, Nonfiction, Sports","Michael Harvey, Robert Kolker, Mike Lawson, Will Leitch, David Levien","New York, US"
451,Sandra Bond,Bond Literary Agency,https://bondliteraryagency.com/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Thriller, Young Adult, Nonfiction, Business Book, Narrative Nonfiction","Brian Berley, Michael Booth, William Brohaugh, Jennifer Brown, Margo Catts","Denver, US"
452,Tara Wynne,Curtis Brown Australia,http://www.curtisbrown.com.au/,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Literary Fiction, Romance, Thriller, Young Adult, Nonfiction, Memoir, Self-Help, Children's Book","Jared Thomas, Joanna Nell, Sara Foster, Gabriel Bergmoser","Sydney, AU"
453,Ethan Bassoff,Ross Yoon Literary Agency,https://www.rossyoon.com/,Email,None,"Fiction, Commercial Fiction, Historical Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics","Steph Cha, Kris D'Agostino, Amber Dermont, Michael Chorost","Washington, US"
454,Amelia Atlas,ICM Partners,https://www.icmpartners.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction, Politics","Caite Dolan-Leach, Mark O'Connell, Matt Gallagher, Joy Williams","London, GB"
455,Tamela Hancock Murray,Steve Laube Agency,http://www.stevelaube.com/,Email,☑️ Interested in debut authors,"Christian, Fiction, Nonfiction","Kim Vogel Sawyer, Lynette Eason, Renee Andrews, Susanne Dietze","Phoenix, US"
456,Paige Wheeler,"Creative Media Agency, Inc.",http://cmalit.com/,Email,None,"Fiction, Action & Adventure, Commercial Fiction, Crime Fiction, Historical Fiction, Humor, Mystery, Romance, Thriller, Women's Fiction, Nonfiction, Cookbook, Memoir","Sheila Roberts, Nancy Coco, Theresa Romain, Marin Thomas","New York City, US"
457,Meredith Bernstein,Meredith Bernstein Literary Agency,http://www.meredithbernsteinliteraryagency.com,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Fantasy, Graphic Novel, Historical Fiction, Horror, Humor, Literary Fiction, Mystery, New Adult, Romance, Thriller, Women's Fiction, Young Adult, Nonfiction, Business Book, Memoir, Spirituality, Diverse Fiction","David M. Carroll, Sharon Naylor, Kimberly Killion, Joy Nash, Elizabeth Pantley, Susan Shapiro Barash","New York City, US"
458,Amy Levenson,Blue Heron Literary,http://www.blueheronliterary.com,Email,None,"Fiction, Nonfiction, Cookbook, Children's Book","Katie McElhenney, Kathryn Kellogg, Cathleen Clarity, Naomi Tomky","Seattle, US"
459,Erin Harris,Folio Literary Management,https://www.foliolit.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Historical Fiction, Literary Fiction, Thriller, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Diverse Fiction, #ownvoices, Feminism","Carla Power, Allegra Hyde, Emiko Jean, SJ Sindu","New York City, US"
460,Sarah Fuentes,Fletcher & Company,http://www.fletcherandco.com//,Email,None,"Fiction, Historical Fiction, Humor, Literary Fiction, Nonfiction, Memoir, Narrative Nonfiction, Politics, Feminism","Melanie Abrams, Keri Blakinger, Sarah Everts, Natasha Joukovsky, Emily Neuberger","New York, US"
461,Victoria Selvaggio,Storm Literary Agency,https://www.stormliteraryagency.com/,Email,None,"Fiction, Fantasy, Mystery, Romance, Science Fiction, Thriller, Nonfiction, Business Book, Cookbook, Spirituality, Sports, Children's Book","Lisa Amstutz, Rachel Kolar, Lisa Amstutz, Jenn Grodzicki","Minneapolis, US"
462,Jennifer Laughran,Andrea Brown Literary Agency,http://www.andreabrownlit.com/,Online submission form,None,"Fiction, Fantasy, Graphic Novel, Science Fiction, Young Adult, Children's Book, Middle Grade, Picture Book","Daniel Pinkwater, Calef Brown, Sergio Ruzzier, Stephanie Oakes, Erine Lange","Chicago, US"
463,Shannon O’Neill,Ross Yoon Literary Agency,https://www.rossyoon.com/,Email,None,"Nonfiction, Memoir, Narrative Nonfiction, Politics",Building a client list,"Washington DC, US"
464,Jud Laghi,The Jud Laghi Agency,http://www.laghiagency.com/,Email,None,"Humor, Nonfiction, Business Book, Memoir, Sports, Children's Book","Carrie Brownstein, Jaime Lowe, Peter Zeihan, Brian Raftery, Alden Mills, Ken Jennings","New York, US"
465,Danielle Binks,Jacinta Di Mase Management,,,,"Fiction, Young Adult, Children's Book, Middle Grade","Margot McGovern, Penni Russon, Karen Ginanne, Ben Marshall",🌍 Location  -
466,Todd Shuster,Aevitas Creative Management,https://aevitascreative.com/,Online submission form,None,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Politics, Self-Help, Mystery, Thriller","James S. Hirsch, Taraji P. Henson, Jeffrey Gettleman, Deval L. Patrick, Brad Lamm","Boston, US"
467,Sarah Zia,Red Ink Literary and Film Agency,https://redinkliteraryagency.com/,Online submission form,None,"Fiction, Crime Fiction, Fantasy, Mystery, Thriller, Nonfiction",Building a client list,"New Delhi, IN"
468,Sylvie Carr,"The Carr Agency, LLC",https://www.the-carr-agency.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Business Book, Memoir, Narrative Nonfiction, Politics, Self-Help","Rand Fishkin, Keyu Jin, Lauren Markham, Leslie Berlin, Jake Knapp","San Francisco, US"
469,Andrew Lownie,Andrew Lownie Literary Agency,http://www.andrewlownie.co.uk//,Email,☑️ Interested in debut authors,"Nonfiction, Memoir, Narrative Nonfiction","Cathy Glass, Casey Watson, Joe Holliday, John Heale","London, GB"
470,Hafizah Geter,Janklow & Nesbit Associates,http://www.janklowandnesbit.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Memoir, Politics, Diverse Fiction, African-American, BIPOC, LGBTQ","Hari Ziyad, Susan Bernhard, William Dameron, Precious Brady Davis","New York, US"
471,Melanie Figueroa,Root Literary,https://www.rootliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Historical Fiction, Literary Fiction, Romance, Science Fiction, Women's Fiction, Young Adult, Children's Book, Middle Grade","Kim Neville, Sarah Prineas, Kate Sweeney, Maeeda Khan","Los Angeles, US"
472,Laura Strachan,Strachan Literary Agency,http://www.strachanlit.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Young Adult, Nonfiction, Memoir, Narrative Nonfiction, Children's Book, Middle Grade","Jennifer Marie Donahue, Anatoly Molotkov","Washington, US"
473,Barbara Poelle,Irene Goodman Literary Agency,https://www.irenegoodman.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Crime Fiction, Humor, Literary Fiction, Mystery, Thriller","Hal Ackerman, Mary Wine, Lissa Rankin, Sophie Littlefield","New York City, US"
474,Charlotte Wenger,Prospect Agency,http://www.prospectagency.com,Email,None,"Fiction, Nonfiction, Memoir, Children's Book, Middle Grade, Picture Book, Diverse Fiction, #ownvoices, LGBTQ","Liz Goulet Dubois, Aimee Hagerty Johnson, Melissa Coffey","Newark, US"
475,Jordan Hamessly,"New Leaf Literary & Media, Inc.",https://www.newleafliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Horror, Science Fiction, Young Adult, Children's Book, Middle Grade, Picture Book, Diverse Fiction, LGBTQ","Emmet Asher-Perrin, Sam Marsden, Jennifer Rush","New York City, US"
476,Lizzy Kremer,David Higham Literary Agency,https://www.davidhigham.co.uk,Email,None,"Fiction, Commercial Fiction, Crime Fiction, Literary Fiction, Mystery, Women's Fiction, Diverse Fiction, BIPOC, LGBTQ","Paula Hawkins, Lucy Dillon, Annie Bell, Laura Kemp, Sadie Matthews","London, GB"
477,Connor Goldsmith,Fuse Literary,http://fuseliterary.com/,Email,None,"Fiction, Fantasy, Horror, Humor, Science Fiction, Nonfiction, Politics","Aimee Boorman, Alex Green, Alex White, Bill Corbett
ALEX V. GREEN
ALEX WHITE
BILL CORBETT","San Francisco, US"
478,Michael V. Carlisle,InkWell Management,http://inkwellmanagement.com/,Email,None,"Fiction, Commercial Fiction, Literary Fiction, Mystery, Nonfiction, Business Book, Cookbook, Spirituality, Sports","Robert Harris, Antonio Damasio, James Gleick, Simon Schama, Dava Sobel,  Elin Hilderbrand","New York, US"
479,Kimberly Whalen,Trident Media Group,http://thewhalenagency.com/,Email,None,"Fiction, Commercial Fiction, Fantasy, Thriller, Women's Fiction, Young Adult","Stephanie Bond, Mary McNear, Monica Murphy","New York, US"
480,Samantha Fabien,Root Literary,https://www.rootliterary.com/,Email,☑️ Interested in debut authors,"Fiction, Commercial Fiction, Fantasy, Horror, Literary Fiction, Mystery, Romance, Science Fiction, Thriller, Women's Fiction, Young Adult, Children's Book, Middle Grade, Diverse Fiction, #ownvoices, African-American, BIPOC, LGBTQ","Chloe Liese, Camille Baker, E.S. Yu","Los Angeles, US"
481,Denise Bukowski,The Bukowski Agency,http://www.bukowskiagency.com/,Email,None,"Fiction, Literary Fiction, Nonfiction, Narrative Nonfiction","Alan Bradley, Lori Lansens, George Bowering, Frank Koller","Toronto, CA"
